Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1702.901957438071,-2.408532770100891,-54.23079079153014,-54.06476286925787
1837.914384117781,-2.567915219860018,-53.16313383770503,-66.70796847970161
1983.631100189091,-2.731489145475987,-52.97758422377427,-75.15378487433409
2140.90078169018,-2.891367761983569,-52.60949911250297,-83.87581644243278
2310.639390864917,-3.053297864179169,-53.82244039851991,-103.6012402783537
2493.835510864525,-3.209238992647654,-53.00142493853359,-104.4329615120499
2691.556103404329,-3.352851594579815,-51.25875113100926,-110.8706367983174
2904.952722909016,-3.492916245437203,-50.68671040393777,-129.805804189075
3135.268223338541,-3.62029529911653,-51.57955093708124,-142.8323132233635
3383.843996756258,-3.737632767804491,-52.49881725667686,-172.8286391015971
3652.127785797729,-3.84546566024377,-51.13604407121904,-175.4277012780757
3941.682115541267,-3.954956467936043,-50.88818922321753,-179.3455932782279
4254.193393888653,-4.04887033865888,-48.95505343829185,161.7625580672218
4591.481733458004,-4.142813998021262,-50.09106269004353,142.3253437932941
4955.511552193039,-4.226171225963274,-49.30000533375795,136.482582096964
5348.403014428168,-4.309664180752025,-50.61586392562569,124.985218371255
5772.444379043997,-4.385391114720588,-49.22488998478768,125.879164705165
6230.105326630706,-4.458083249417498,-49.42564674857147,106.340026374275
6724.051343278687,-4.537729860882282,-48.1993797606974,106.5622437252284
7257.15924476985,-4.586071651343991,-47.32148768566276,99.24832989563771
7832.533931584771,-4.648581749989285,-49.86101583523309,84.84786930030445
8453.526472309401,-4.699672609316857,-47.50562806866262,86.36951863484478
9123.753620761747,-4.766932572006758,-47.70200627367558,88.77037133565617
9847.118880509304,-4.81376370963838,-48.28266640075028,83.06045027949395
10627.83523946005,-4.874989275406323,-47.20723653504627,77.53041467949396
11470.44970693669,-4.904824501581484,-48.94365631954454,73.15399638393208
12379.8697961419,-4.958126265753037,-47.81177512736935,80.87433395024773
13361.39210625218,-5.020488757299879,-45.43303788988826,72.16180068806787
14420.73317060691,-5.064289049709539,-47.98520963868465,67.53271437233442
15564.06275065703,-5.107989429247041,-45.40760333340333,71.53574463655974
16798.0397695823,-5.162003443584555,-45.40132658720601,75.34692639610542
18129.85109485998,-5.193859127414862,-45.38693407217097,84.72729156551736
19567.25339566027,-5.238081635892515,-46.64717282650498,90.15781796464591
21118.61831885251,-5.296740072998462,-45.57599964303893,83.81621403459229
22792.98124673381,-5.322550491296576,-44.68681694592937,85.58791482639195
24600.09392045247,-5.384961126889242,-46.09833616952145,87.71784966624193
26550.48123561286,-5.446198596486648,-43.32110202485339,83.12752380779915
28655.50254084821,-5.501787454474963,-41.82155978535995,91.78379895518688
30927.41779637292,-5.547617366773924,-40.85748288480943,88.15931755546178
33379.45897783204,-5.589077663035552,-42.06484176588357,91.96820871693819
36025.9071413146,-5.642524734419215,-40.47990548701262,91.83823935997864
38882.17559836907,-5.714479553900516,-38.88766192162053,92.25249095654415
41964.89968544455,-5.761584938539306,-38.74455087807852,94.65612135092519
45292.03365058852,-5.840976337471307,-37.82138478075781,95.23395595796397
48882.95522168391,-5.885037770141186,-36.04955702264652,93.28371324338896
52758.57846524638,-5.937547915901665,-36.80171784974247,87.36423420351878
56941.47559308864,-6.007221560884078,-35.33956440269316,96.78673981466602
61456.00842627199,-6.077463126223686,-33.83906593257147,97.76336342955221
66328.47028201056,-6.12349072719561,-33.93781029737402,95.35764398678776
71587.23910989992,-6.194130566311634,-33.15775404078044,83.54093284442432
77262.94276935709,-6.2853688565046,-31.76839588623835,88.13230991576654
83388.63741087355,-6.338023983270987,-32.25694405260932,84.2867943825712
90000,-6.422322711879644,-31.02624550596203,89.01175186265175
